id,place_id,user_id,rating,review_text,review_date
227,79,4804,4.2,Sample synthetic review for demo purposes - not a real user review.,2025-10-31
228,80,5712,4.5,Sample synthetic review for demo purposes - not a real user review.,2026-02-07
229,80,2210,4.2,Sample synthetic review for demo purposes - not a real user review.,2025-07-30
230,80,5901,4.5,Sample synthetic review for demo purposes - not a real user review.,2025-05-10
231,81,7302,4.8,Sample synthetic review for demo purposes - not a real user review.,2026-03-31
232,81,4886,4.1,Sample synthetic review for demo purposes - not a real user review.,2025-07-16
233,82,7484,3.9,Sample synthetic review for demo purposes - not a real user review.,2024-12-16
234,82,1803,4.9,Sample synthetic review for demo purposes - not a real user review.,2025-02-25
235,82,5689,4.7,Sample synthetic review for demo purposes - not a real user review.,2025-11-25
236,82,6772,3.8,Sample synthetic review for demo purposes - not a real user review.,2026-01-05
237,83,3240,4.4,Sample synthetic review for demo purposes - not a real user review.,2024-10-14
238,83,1645,4.0,Sample synthetic review for demo purposes - not a real user review.,2025-04-23
239,83,1546,4.4,Sample synthetic review for demo purposes - not a real user review.,2026-03-06
240,83,2476,4.9,Sample synthetic review for demo purposes - not a real user review.,2025-08-18
241,84,6994,4.3,Sample synthetic review for demo purposes - not a real user review.,2025-10-12
242,84,3695,3.9,Sample synthetic review for demo purposes - not a real user review.,2025-03-12
243,84,5835,4.6,Sample synthetic review for demo purposes - not a real user review.,2025-08-06
244,84,2886,4.2,Sample synthetic review for demo purposes - not a real user review.,2026-05-02
245,85,7511,5.0,Sample synthetic review for demo purposes - not a real user review.,2024-12-25
246,85,6992,3.6,Sample synthetic review for demo purposes - not a real user review.,2025-06-09
247,85,1228,3.9,Sample synthetic review for demo purposes - not a real user review.,2026-03-14
248,85,8451,4.1,Sample synthetic review for demo purposes - not a real user review.,2024-08-29
249,86,2775,4.5,Sample synthetic review for demo purposes - not a real user review.,2025-03-23
250,86,1410,4.4,Sample synthetic review for demo purposes - not a real user review.,2024-12-21
251,86,6374,4.9,Sample synthetic review for demo purposes - not a real user review.,2025-12-04
252,87,5951,4.5,Sample synthetic review for demo purposes - not a real user review.,2026-03-21
253,87,3290,3.6,Sample synthetic review for demo purposes - not a real user review.,2026-06-10
254,87,5986,5.0,Sample synthetic review for demo purposes - not a real user review.,2026-03-22
255,87,2592,3.9,Sample synthetic review for demo purposes - not a real user review.,2025-01-14
256,88,9850,4.1,Sample synthetic review for demo purposes - not a real user review.,2026-02-10
257,88,7797,4.5,Sample synthetic review for demo purposes - not a real user review.,2025-03-04
258,88,7686,4.9,Sample synthetic review for demo purposes - not a real user review.,2025-10-05
259,88,1536,4.5,Sample synthetic review for demo purposes - not a real user review.,2025-12-08
260,89,7018,4.3,Sample synthetic review for demo purposes - not a real user review.,2024-09-26
261,89,6876,3.6,Sample synthetic review for demo purposes - not a real user review.,2025-10-09
262,90,2501,4.5,Sample synthetic review for demo purposes - not a real user review.,2024-09-29
263,90,1349,3.6,Sample synthetic review for demo purposes - not a real user review.,2025-08-11
264,90,4990,5.0,Sample synthetic review for demo purposes - not a real user review.,2024-12-17
265,91,4817,4.0,Sample synthetic review for demo purposes - not a real user review.,2026-02-17
266,91,1046,3.9,Sample synthetic review for demo purposes - not a real user review.,2026-02-20
267,92,2801,4.5,Sample synthetic review for demo purposes - not a real user review.,2026-06-22
268,92,3159,3.5,Sample synthetic review for demo purposes - not a real user review.,2025-11-17
269,93,3076,4.6,Sample synthetic review for demo purposes - not a real user review.,2025-01-26
270,93,2862,4.6,Sample synthetic review for demo purposes - not a real user review.,2025-03-18
271,94,8405,4.3,Sample synthetic review for demo purposes - not a real user review.,2024-10-27
272,94,1710,4.6,Sample synthetic review for demo purposes - not a real user review.,2024-09-12
273,95,1996,5.0,Sample synthetic review for demo purposes - not a real user review.,2025-06-02
274,95,7984,4.5,Sample synthetic review for demo purposes - not a real user review.,2025-03-03
275,96,6277,4.4,Sample synthetic review for demo purposes - not a real user review.,2026-05-12
276,96,3067,3.9,Sample synthetic review for demo purposes - not a real user review.,2024-10-08
277,97,9692,3.9,Sample synthetic review for demo purposes - not a real user review.,2025-02-16
278,97,8048,3.6,Sample synthetic review for demo purposes - not a real user review.,2026-03-23
279,97,4522,4.1,Sample synthetic review for demo purposes - not a real user review.,2025-11-27
280,97,7779,4.0,Sample synthetic review for demo purposes - not a real user review.,2025-04-10
281,98,5176,4.1,Sample synthetic review for demo purposes - not a real user review.,2026-02-12
282,98,8770,3.6,Sample synthetic review for demo purposes - not a real user review.,2026-04-22
283,98,2527,4.1,Sample synthetic review for demo purposes - not a real user review.,2025-07-02
284,99,6400,4.5,Sample synthetic review for demo purposes - not a real user review.,2025-05-24
285,99,6793,4.8,Sample synthetic review for demo purposes - not a real user review.,2025-05-11
286,99,1842,5.0,Sample synthetic review for demo purposes - not a real user review.,2024-11-11
287,99,6119,4.0,Sample synthetic review for demo purposes - not a real user review.,2024-12-04
288,100,2773,4.0,Sample synthetic review for demo purposes - not a real user review.,2024-12-26
289,100,7022,3.7,Sample synthetic review for demo purposes - not a real user review.,2025-10-06
290,101,1430,4.4,Sample synthetic review for demo purposes - not a real user review.,2024-09-13
291,101,5381,3.5,Sample synthetic review for demo purposes - not a real user review.,2025-10-12
292,101,6062,4.9,Sample synthetic review for demo purposes - not a real user review.,2025-07-24
293,101,1100,3.8,Sample synthetic review for demo purposes - not a real user review.,2026-02-22
294,102,1502,3.6,Sample synthetic review for demo purposes - not a real user review.,2025-01-21
295,102,4524,4.1,Sample synthetic review for demo purposes - not a real user review.,2025-04-10
296,102,6585,3.7,Sample synthetic review for demo purposes - not a real user review.,2025-09-02
297,102,6314,4.7,Sample synthetic review for demo purposes - not a real user review.,2024-12-14
298,103,1815,4.5,Sample synthetic review for demo purposes - not a real user review.,2025-10-13
299,103,8259,4.5,Sample synthetic review for demo purposes - not a real user review.,2025-03-08
300,103,8242,4.1,Sample synthetic review for demo purposes - not a real user review.,2025-12-10
301,103,9394,3.7,Sample synthetic review for demo purposes - not a real user review.,2025-05-04
302,104,9633,4.5,Sample synthetic review for demo purposes - not a real user review.,2026-06-02
303,104,4612,4.1,Sample synthetic review for demo purposes - not a real user review.,2024-11-12
304,104,1897,3.5,Sample synthetic review for demo purposes - not a real user review.,2025-09-13
305,105,6375,3.7,Sample synthetic review for demo purposes - not a real user review.,2025-02-24
306,105,8055,3.8,Sample synthetic review for demo purposes - not a real user review.,2025-06-24
307,105,9725,4.6,Sample synthetic review for demo purposes - not a real user review.,2025-02-21
308,106,7505,4.8,Sample synthetic review for demo purposes - not a real user review.,2026-06-05
309,106,8147,3.5,Sample synthetic review for demo purposes - not a real user review.,2026-04-30
310,107,7843,3.9,Sample synthetic review for demo purposes - not a real user review.,2025-05-30
311,107,1341,4.9,Sample synthetic review for demo purposes - not a real user review.,2026-01-24
312,107,8538,4.7,Sample synthetic review for demo purposes - not a real user review.,2025-07-13
